,Location,Borough,Date Installed,geometry,B7SCList,B7SCStartingPoints,CrossStreets,NodeList,SimilarNamesList,StartingXStreets,combined_san1_boro_vol_page,combined_san2_boro_vol_page,in_boro,in_boro2,in_func_code,in_stname1,in_stname2,out_ad,out_atomic_polygon,out_boro_name1,out_cd,out_cd_eligible,out_cdta_2020,out_census_block_2020,out_census_tract_2000,out_census_tract_2010,out_census_tract_2020,out_co,out_com_dist,out_compass,out_dcp_pref_lgc1,out_dcp_pref_lgc2,out_dot_st_light_contract_area,out_error_message,out_fire_bat,out_fire_co,out_fire_co_str,out_fire_div,out_grc,out_health_area,out_health_center_dist,out_latitude,out_lion_node_num,out_longitude,out_mc,out_nta_2020,out_police_patrol_boro,out_police_pct,out_police_sector,out_reason_code,out_san_dist_section,out_san_sub_section,out_sanborn1_boro,out_sanborn1_page,out_sanborn1_vol,out_sanborn2_boro,out_sanborn2_page,out_sanborn2_vol,out_school_dist,out_sd,out_stname1,out_stname2,out_wa1_message,out_x_coord,out_y_coord,out_zip_code,AuxiliarySegmentIDList,HighB7SCList,LowB7SCList,add_from_st_code_name,add_on_st_code_name,add_to_st_code_name,dcp_preferred_from_st_code_name,dcp_preferred_to_st_code_name,in_boro3,in_compass_dir,in_stname3,out_No_Parking_lanes,out_No_Traveling_lanes,out_Total_Lanes,out_bike_lane,out_bike_traffic_direction,out_boro_name2,out_boro_name3,out_curve_flag,out_curve_flag_direction,out_dot_street_light_contract_area,out_dsny_snow_priority,out_feature_type,out_from_latitude,out_from_longitude,out_from_node,out_from_x_coord,out_from_y_coord,out_generic_id,out_grc2,out_left_nta,out_left_police_sector,out_left_side_atomic_polygon,out_left_side_blockface_id,out_left_side_boro,out_left_side_cd_eligibility,out_left_side_cdta_2020,out_left_side_census_block_2000,out_left_side_census_block_2010,out_left_side_census_block_2020,out_left_side_census_block_suffix_2020,out_left_side_census_tract_2000,out_left_side_census_tract_2010,out_left_side_census_tract_2020,out_left_side_comdist,out_left_side_comdist_boro,out_left_side_dot_street_light_contract_area,out_left_side_fire_bat,out_left_side_fire_co,out_left_side_fire_div,out_left_side_health_area,out_left_side_health_center_dist,out_left_side_hhnd,out_left_side_iaei,out_left_side_lhnd,out_left_side_nta_2020,out_left_side_police_patrol_boro,out_left_side_police_pct,out_left_side_police_sector,out_left_side_puma_code,out_left_side_school_dist,out_left_side_zip_code,out_lionkey,out_loc_status,out_on_street_b7sc_name,out_pgb_flag,out_physical_id,out_right_nta,out_right_of_way_type,out_right_police_sector,out_right_side_atomic_polygon,out_right_side_blockface_id,out_right_side_boro,out_right_side_cd_eligibility,out_right_side_cdta_2020,out_right_side_census_block_2000,out_right_side_census_block_2010,out_right_side_census_block_2020,out_right_side_census_block_suffix_2020,out_right_side_census_tract_2000,out_right_side_census_tract_2010,out_right_side_census_tract_2020,out_right_side_comdist,out_right_side_comdist_boro,out_right_side_dot_street_light_contract_area,out_right_side_fire_bat,out_right_side_fire_co,out_right_side_fire_div,out_right_side_health_area,out_right_side_health_center_dist,out_right_side_hhnd,out_right_side_iaei,out_right_side_lhnd,out_right_side_nta_2020,out_right_side_police_patrol_boro,out_right_side_police_pct,out_right_side_police_sector,out_right_side_puma_code,out_right_side_school_dist,out_right_side_zip_code,out_roadway_type,out_seg_side_atomic_polygon,out_seg_side_blockface_id,out_seg_side_boro,out_seg_side_cd_eligibility,out_seg_side_cdta_2020,out_seg_side_census_block_2000,out_seg_side_census_block_2010,out_seg_side_census_block_2020,out_seg_side_census_tract_2000,out_seg_side_census_tract_2010,out_seg_side_census_tract_2020,out_seg_side_comdist,out_seg_side_comdist_boro,out_seg_side_fire_bat,out_seg_side_fire_co,out_seg_side_fire_div,out_seg_side_health_area,out_seg_side_health_center_dist,out_seg_side_hhnd,out_seg_side_lhnd,out_seg_side_nta,out_seg_side_nta_2020,out_seg_side_police_patrol_boro,out_seg_side_police_pct,out_seg_side_puma_code,out_seg_side_school_dist,out_seg_side_zip_code,out_segment_id,out_segment_len,out_segment_type,out_sos_ind,out_speed_limit,out_stname3,out_street_width_irregular,out_street_width_max,out_street_width_min,out_to_latitude,out_to_longitude,out_to_node,out_to_x_coord,out_to_y_coord,out_traffic_direction,out_truck_route_type
826,Merrick Boulevard and 109th Avenue,Queens,10/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Merrick Boulevard and 231st Street,Queens,9/26/2014,POINT (40.675502 -73.738631),,,,,"[{'b7sc': '42709701', 'streetName': ' 231 STREET                     '}, {'b7sc': '45559001', 'streetName': 'MERRICK BOULEVARD               '}]",,4/14 /059 ,4/14 /060 ,4,4,2W,MERRICK BOULEVARD               ,231ST STREET                    ,29,206,QUEENS   ,05,Not CD Eligible,QN13,2005, 618  , 618  , 618  ,31,413, ,45559001/ MERRICK BOULEVARD               ,42709701/  231 STREET                     ,4,                                                                                ,54,Engine 314,Engine 314,13,00,35.31,44,40.675502,0039287,-73.738631 ,4,QN1305,QS,105,105B, ,413/ 136,6C,4,059 ,14 ,4,060 ,14 ,29,14,MERRICK BOULEVARD               , 231 STREET                     ,                                                                                ,1056749,185488,11413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Metropolitan Avenue and 55th Street,Queens,6/30/2021,POINT (40.713014 -73.90801),,,,,"[{'b7sc': '41159001', 'streetName': '  55 STREET                     '}, {'b7sc': '45569001', 'streetName': 'METROPOLITAN AVENUE             '}]",,4/03 /037 ,4/03 /044 ,4,4,2W,METROPOLITAN AVENUE             ,55TH STREET                     ,37,303,QUEENS   ,07,Not CD Eligible,QN05,2001, 595  , 595  , 595.01,30,405, ,45569001/ METROPOLITAN AVENUE             ,41159001/   55 STREET                     ,4,                                                                                ,45,Engine 291,Engine 291,14,00,16.00,46,40.713014,0028085,-73.908010 ,3,QN0502,QN,104,104B, ,405/ 053,3E,4,037 ,03 ,4,044 ,03 ,24,12,METROPOLITAN AVENUE             ,  55 STREET                     ,                                                                                ,1009752,199060,11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Metropolitan Avenue and Aubrey Avenue,Queens,11/1/2021,POINT (40.711995 -73.860726),,,,,"[{'b7sc': '42892001', 'streetName': 'AUBREY AVENUE                   '}, {'b7sc': '45569001', 'streetName': 'METROPOLITAN AVENUE             '}]",,4/03 /102 ,4/20 /054 ,4,4,2W,METROPOLITAN AVENUE             ,AUBREY AVENUE                   ,28,102,QUEENS   ,06,Not CD Eligible,QN05,2001, 637  , 637  , 637  ,30,405, ,45569001/ METROPOLITAN AVENUE             ,42892001/ AUBREY AVENUE                   ,4,                                                                                ,46,Engine 319,Engine 319,14,00,18.10,46,40.711995,0032311,-73.860726 ,3,QN0503,QN,104,104A, ,405/ 054,4E,4,102 ,03 ,4,054 ,20 ,24,15,METROPOLITAN AVENUE             ,AUBREY AVENUE                   ,                                                                                ,1022861,198706,11374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Myrtle Avenue and 82nd Street,Queens,10/30/2015,POINT (40.703109 -73.866537),,,,,"[{'b7sc': '41689001', 'streetName': '  82 STREET                     '}, {'b7sc': '45649001', 'streetName': 'MYRTLE AVENUE                   '}, {'b7sc': '40064001', 'streetName': 'JACK ZWERENZ WAY                '}]",,4/03 /098 ,,4,4,2W,MYRTLE AVENUE                   ,82ND STREET                     ,28,206,QUEENS   ,07,Not CD Eligible,QN05,2006, 635  , 635  , 635  ,30,405, ,45649001/ MYRTLE AVENUE                   ,41689001/   82 STREET                     ,4,                                                                                ,46,Engine 319,Engine 319,14,00,18.10,46,40.703109,0032213,-73.866537 ,3,QN0503,QN,104,104A, ,405/ 054,4E,4,098 ,03 , ,    ,   ,24,15,MYRTLE AVENUE                   ,  82 STREET                     ,                                                                                ,1021255,195466,11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,North Conduit Avenue and 230th Place,Queens,7/16/2021,POINT (40.666404 -73.745368),,,,,"[{'b7sc': '42709501', 'streetName': ' 230 PLACE                      '}, {'b7sc': '45755001', 'streetName': 'NORTH CONDUIT AVENUE            '}]",,4/14 /104 ,4/14 /105 ,4,4,2W,NORTH CONDUIT AVENUE            ,230TH PLACE                     ,29,213,QUEENS   ,05,Not CD Eligible,QN13,2012, 650  , 650  , 650  ,31,413, ,45755001/ NORTH CONDUIT AVENUE            ,42709501/  230 PLACE                      ,4,                                                                                ,54,Engine 314,Engine 314,13,00,35.31,44,40.666404,0039126,-73.745368 ,4,QN1305,QS,105,105B, ,413/ 136,6E,4,104 ,14 ,4,105 ,14 ,29,14,NORTH CONDUIT AVENUE            , 230 PLACE                      ,                                                                                ,1054890,182168,11413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Northern Boulevard and 103rd Street,Queens,8/7/2019,POINT (40.75763 -73.865673),,,,,"[{'b7sc': '41969002', 'streetName': ' 103 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /030 ,4/10 /046 ,4,4,2W,NORTHERN BOULEVARD              ,103RD STREET                    ,35,203,QUEENS   ,14,CD Eligible,QN03,2002, 365  , 365  , 365  ,21,403, ,45779001/ NORTHERN BOULEVARD              ,41969002/  103 STREET                     ,4,                                                                                ,49,Engine 316,Engine 316,14,00,06.10,42,40.757630,0050811,-73.865673 ,2,QN0302,QN,115,115A, ,403/ 031,1C,4,030 ,10 ,4,046 ,10 ,24,13,NORTHERN BOULEVARD              , 103 STREET                     ,                                                                                ,1021464,215330,11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Northern Boulevard and 110th Street,Queens,5/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Northern Boulevard and 112th Street,Queens,11/6/2018,POINT (40.758026 -73.857753),,,,,"[{'b7sc': '42059001', 'streetName': ' 112 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/19 /017 ,4/19 /018 ,4,4,2W,NORTHERN BOULEVARD              ,112TH STREET                    ,35,112,QUEENS   ,14,CD Eligible,QN03,2003, 373  , 373  , 373  ,21,403, ,45779001/ NORTHERN BOULEVARD              ,42059001/  112 STREET                     ,4,                                                                                ,49,Engine 316,Engine 316,14,00,06.10,42,40.758026,0050976,-73.857753 ,2,QN0302,QN,115,115A, ,403/ 031,1C,4,017 ,19 ,4,018 ,19 ,24,13,NORTHERN BOULEVARD              , 112 STREET                     ,                                                                                ,1023658,215478,11368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Northern Boulevard and 157th Street,Queens,2/9/2021,POINT (40.763798 -73.808231),,,,,"[{'b7sc': '42379001', 'streetName': ' 157 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/11 /057 ,4/23 /007 ,4,4,2W,NORTHERN BOULEVARD              ,157TH STREET                    ,40,109,QUEENS   ,06,CD Eligible,QN07,1002,1171  ,1171  ,1171  ,20,407, ,45779001/ NORTHERN BOULEVARD              ,42379001/  157 STREET                     ,4,                                                                                ,52,Engine 274,Engine 274,14,00,13.10,43,40.763798,0055938,-73.808231 ,6,QN0704,QN,109,109D, ,407/ 077,7E,4,057 ,11 ,4,007 ,23 ,25,16,NORTHERN BOULEVARD              , 157 STREET                     ,                                                                                ,1037373,217607,11354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Northern Boulevard and 196th Street,Queens,1/13/2021,POINT (40.757961 -73.785662),,,,,"[{'b7sc': '42574001', 'streetName': ' 196 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/23 /006 ,4/11 /074 ,4,4,2W,NORTHERN BOULEVARD              ,196TH STREET                    ,26,102,QUEENS   ,06,CD Eligible,QN11,1007,1181  ,1181  ,1181  ,19,411, ,45779001/ NORTHERN BOULEVARD              ,42574001/  196 STREET                     ,4,                                                                                ,53,Engine 320,Engine 320,14,00,13.10,43,40.757961,0059389,-73.785662 ,6,QN1101,QN,111,111D, ,411/ 111,1C,4,006 ,23 ,4,074 ,11 ,26,16,NORTHERN BOULEVARD              , 196 STREET                     ,                                                                                ,1043630,215495,11358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Northern Boulevard and 220th Place,Queens,12/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Northern Boulevard and 33rd Street,Queens,2/17/2017,POINT (40.751992 -73.931265),,,,,"[{'b7sc': '40839001', 'streetName': '  33 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/01 /063 ,4/01 /065 ,4,4,2W,NORTHERN BOULEVARD              ,33RD STREET                     ,36,103,QUEENS   ,07,Not CD Eligible,QN01,2004,  31  ,  31  ,  31  ,26,401, ,45779001/ NORTHERN BOULEVARD              ,40839001/   33 STREET                     ,4,                                                                                ,45,Ladder 116,Ladder 116,14,00,07.10,41,40.751992,0041527,-73.931265 ,1,QN0105,QN,114,114C, ,401/ 016,6C,4,063 ,01 ,4,065 ,01 ,30,59,NORTHERN BOULEVARD              ,  33 STREET                     ,                                                                                ,1003294,213255,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Northern Boulevard and 61st Street,Queens,4/3/2020,POINT (40.753902 -73.901215),,,,,"[{'b7sc': '41274001', 'streetName': '  61 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /017 ,4/10 /033 ,4,4,2W,NORTHERN BOULEVARD              ,61ST STREET                     ,30,209,QUEENS   ,06,Not CD Eligible,QN01,2011, 297  , 297  , 297  ,26,401, ,45779001/ NORTHERN BOULEVARD              ,41274001/   61 STREET                     ,4,                                                                                ,49,Engine 307,Engine 307,14,00,06.20,42,40.753902,0046295,-73.901215 ,2,QN0104,QN,114,114A, ,401/ 015,5D,4,017 ,10 ,4,033 ,10 ,30,12,NORTHERN BOULEVARD              ,  61 STREET                     ,                                                                                ,1011619,213959,11377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Northern Boulevard and 78th Street,Queens,3/23/2020,POINT (40.755168 -73.889089),,,,,"[{'b7sc': '41629001', 'streetName': '  78 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /021 ,4/10 /022 ,4,4,2W,NORTHERN BOULEVARD              ,78TH STREET                     ,34,101,QUEENS   ,06,Not CD Eligible,QN03,1000, 287  , 287  , 287  ,25,403, ,45779001/ NORTHERN BOULEVARD              ,41629001/   78 STREET                     ,4,                                                                                ,49,Engine 307,Engine 307,14,00,10.22,42,40.755168,0046563,-73.889089 ,2,QN0301,QN,115,115C, ,403/ 031,1E,4,021 ,10 ,4,022 ,10 ,30,13,NORTHERN BOULEVARD              ,  78 STREET                     ,                                                                                ,1014978,214424,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Northern Boulevard and 89th Street,Queens,8/5/2019,POINT (40.756242 -73.878862),,,,,"[{'b7sc': '41809001', 'streetName': '  89 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /025 ,4/10 /041 ,4,4,2W,NORTHERN BOULEVARD              ,89TH STREET                     ,34,201,QUEENS   ,14,CD Eligible,QN03,2000, 277  , 277  , 277.02,25,403, ,45779001/ NORTHERN BOULEVARD              ,41809001/   89 STREET                     ,4,                                                                                ,49,Ladder 154,Ladder 154,14,00,10.12,42,40.756242,0046775,-73.878862 ,2,QN0301,QN,115,115D, ,403/ 031,1D,4,025 ,10 ,4,041 ,10 ,30,13,NORTHERN BOULEVARD              ,  89 STREET                     ,                                                                                ,1017811,214819,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Northern Boulevard and 90th Street               ,Queens,4/25/2018,POINT (40.756339 -73.87793),,,,,"[{'b7sc': '41824001', 'streetName': '  90 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /025 ,4/10 /026 ,4,4,2W,NORTHERN BOULEVARD              ,90TH STREET?? ????????????      ,34,101,QUEENS   ,14,CD Eligible,QN03,1000, 277  , 277  , 277.02,25,403, ,45779001/ NORTHERN BOULEVARD              ,41824001/   90 STREET                     ,4,INPUT STREET NAME HAS BEEN MODIFIED                                             ,49,Ladder 154,Ladder 154,14,01,10.12,42,40.756339,0046841,-73.877930 ,2,QN0301,QN,115,115D,W,403/ 031,1D,4,025 ,10 ,4,026 ,10 ,30,13,NORTHERN BOULEVARD              ,  90 STREET                     ,INPUT STREET NAME HAS BEEN MODIFIED                                             ,1018069,214855,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Northern Boulevard and 99th Street,Queens,8/10/2020,POINT (40.757228 -73.869504),,,,,"[{'b7sc': '41919001', 'streetName': '  99 STREET                     '}, {'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}]",,4/10 /045 ,4/10 /028 ,4,4,2W,NORTHERN BOULEVARD              ,99TH STREET                     ,35,201,QUEENS   ,14,CD Eligible,QN03,2003, 363  , 363  , 363  ,21,403, ,45779001/ NORTHERN BOULEVARD              ,41919001/   99 STREET                     ,4,                                                                                ,49,Engine 316,Engine 316,14,00,06.10,42,40.757228,0050717,-73.869504 ,2,QN0302,QN,115,115A, ,403/ 031,1C,4,045 ,10 ,4,028 ,10 ,30,13,NORTHERN BOULEVARD              ,  99 STREET                     ,                                                                                ,1020403,215182,11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Northern Boulevard and Alley Pond Environmental Center (750’ East of Cross Island NB),Queens,8/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Northern Boulevard and Sanford Avenue,Queens,6/17/2022,POINT (40.759703 -73.800301),,,,,"[{'b7sc': '45779001', 'streetName': 'NORTHERN BOULEVARD              '}, {'b7sc': '46139001', 'streetName': 'SANFORD AVENUE                  '}, {'b7sc': '42434001', 'streetName': ' 166 STREET                     '}]",,4/11 /068 ,4/23 /001 ,4,4,2W,NORTHERN BOULEVARD              ,SANFORD AVENUE                  ,26,316,QUEENS   ,06,CD Eligible,QN07,3010,1175  ,1171  ,1171  ,19,407, ,45779001/ NORTHERN BOULEVARD              ,46139001/ SANFORD AVENUE                  ,4,                                                                                ,52,Engine 274,Engine 274,14,00,13.10,43,40.759703,0056049,-73.800301 ,6,QN0704,QN,109,109B, ,407/ 077,7C,4,068 ,11 ,4,001 ,23 ,25,16,NORTHERN BOULEVARD              ,SANFORD AVENUE                  ,                                                                                ,1039573,216120,11358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Northern Boulevard at 104th Street,Queens,6/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Northern Boulevard at 155th Street,Queens,6/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Northern Boulevard at 167th Street,Queens,6/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Northern Boulevard at 211th Street,Queens,3/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Northern Boulevard at 79th Street,Queens,3/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Northern Boulevard at 93rd Street,Queens,6/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Northern Boulevard with Roosevelt Avenue and 156th Street,Queens,11/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Park Drive East at 136th Street,Queens,1/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
